103
360 40 2.215654e-05 -1.689821e-05 -8.657562e-07 1.282026e-05
440 160 2.145507e-05 -9.153684e-06 3.194215e-06 3.965143e-06
320 360 -3.669316e-06 -8.917874e-06 2.893468e-06 1.981120e-05
160 480 -1.058492e-05 -1.661899e-05 6.240482e-06 -3.499112e-06
480 160 7.478187e-06 -2.296888e-05 -3.342116e-05 3.935766e-05
120 320 -1.284048e-05 2.398926e-06 1.407455e-05 -2.138413e-05
240 400 2.298711e-05 1.460881e-06 1.152698e-05 2.592414e-05
360 120 -6.721862e-06 9.893735e-07 2.669035e-05 6.260548e-06
280 320 1.623858e-05 1.946609e-05 -2.261171e-05 1.780954e-05
240 280 -1.621685e-05 4.685882e-06 -6.641624e-06 -1.385158e-05
240 120 -2.324342e-05 9.806933e-06 -2.515173e-05 1.178406e-05
320 280 1.172706e-05 1.057398e-05 -4.642734e-05 -6.852354e-06
280 400 -2.292321e-05 9.488453e-06 2.949025e-06 -2.950549e-06
280 120 -3.457716e-05 8.924924e-06 1.080281e-05 -1.910460e-05
480 200 5.260955e-06 -1.356928e-05 2.381590e-05 -1.622242e-05
320 0 -1.022214e-05 2.015794e-05 -2.436428e-05 1.856890e-06
200 200 1.584881e-05 -5.118459e-07 -3.817145e-07 1.369653e-05
240 200 8.874451e-06 -9.474251e-06 2.874670e-05 -7.700371e-06
360 280 -2.908934e-06 1.297713e-05 3.272518e-06 -1.132743e-05
120 280 -3.174645e-05 2.487424e-05 1.193522e-05 -2.047259e-05
200 280 4.540022e-06 1.650153e-05 -3.705045e-06 1.163415e-05
400 280 9.107381e-06 8.077274e-06 2.737112e-05 -6.672710e-06
360 80 -8.933396e-06 1.866365e-05 -4.407633e-07 1.935696e-06
200 480 -2.494757e-06 2.555278e-05 -1.585017e-05 -2.573430e-05
480 80 -1.528610e-05 -1.647475e-05 2.900145e-06 -2.776436e-06
80 480 4.580578e-06 -5.385756e-06 2.636197e-05 -4.456352e-05
440 0 -6.348956e-06 2.771962e-05 -8.163588e-06 -1.626396e-05
320 320 1.454002e-05 1.749528e-06 6.767971e-06 -2.163891e-05
40 400 2.158859e-06 8.157479e-06 2.517482e-05 4.946216e-06
320 400 2.313861e-05 -3.925173e-06 1.807028e-05 2.208922e-05
360 360 1.410656e-05 1.725557e-05 2.770241e-07 6.283841e-06
160 360 9.583068e-06 6.891099e-06 -1.788156e-06 1.146002e-05
120 240 -1.098035e-05 7.460546e-06 -1.638199e-05 -9.160631e-06
200 240 2.880816e-06 -1.421927e-05 -3.337075e-05 6.823219e-06
440 200 1.112351e-05 1.067357e-05 1.038121e-06 -7.334291e-06
280 240 -1.064486e-05 1.264040e-05 -1.460233e-05 -1.779176e-05
160 440 -2.804021e-05 -1.103724e-05 7.384395e-06 -1.231531e-05
240 320 1.231850e-05 6.272701e-06 8.925290e-06 1.695583e-05
280 160 1.374534e-06 -1.570941e-05 -2.811843e-05 5.359322e-06
80 400 4.795846e-06 4.011701e-06 3.345993e-07 -2.484485e-06
0 320 -8.272318e-06 2.271781e-05 7.547962e-06 2.227611e-05
320 120 -1.179565e-06 -1.429506e-05 5.002888e-06 1.914489e-05
440 120 4.611605e-06 -1.027794e-05 -2.208312e-06 -3.818750e-06
400 80 2.092515e-05 -1.984878e-05 -6.501756e-07 4.718112e-06
120 480 -7.382063e-06 3.812846e-06 1.317851e-05 -1.677235e-05
440 40 -4.954578e-06 1.360521e-05 2.648001e-05 1.281520e-05
480 0 -2.753710e-05 1.677394e-05 -8.533924e-06 -1.408042e-05
40 360 1.843010e-05 -5.909958e-06 3.419096e-05 -4.298962e-06
280 80 1.163581e-05 -1.840198e-05 5.180663e-06 -3.067438e-05
320 240 1.640099e-05 6.652724e-06 2.173609e-06 6.771896e-06
80 280 9.615271e-06 -3.117598e-06 -1.602327e-05 -3.426668e-06
360 240 -7.012781e-06 6.080167e-06 2.538375e-05 1.231839e-05
240 240 1.294273e-05 6.616859e-06 1.250046e-05 -1.007026e-05
400 160 -6.325878e-06 -1.595887e-05 9.629020e-06 2.239803e-05
440 80 6.064599e-06 -8.862937e-06 -7.786361e-06 1.063850e-05
80 440 8.244564e-06 -1.677234e-05 -3.140767e-06 -2.711764e-05
400 240 5.773245e-06 -6.738080e-06 -4.403754e-06 -6.156067e-06
280 280 -1.840294e-06 -2.239886e-05 3.370393e-06 -1.247786e-06
0 360 2.326675e-05 -9.326577e-06 -6.221392e-06 1.724130e-06
200 360 -1.869319e-05 -1.579942e-05 -1.610004e-06 -1.567434e-05
40 480 -2.230898e-05 2.811645e-05 1.956786e-05 1.739165e-05
280 40 -3.352767e-05 3.423205e-05 -1.211626e-05 1.689816e-05
280 0 -1.020332e-05 -8.629058e-06 -1.108236e-05 -8.464081e-06
120 440 -6.277532e-06 7.746489e-06 3.186265e-06 1.303693e-05
200 440 4.765418e-05 5.213581e-06 -3.568889e-06 5.414266e-07
40 320 3.152369e-05 -1.791649e-05 1.519590e-05 7.015196e-06
240 160 -2.020419e-05 5.654366e-07 -3.360235e-05 1.602611e-05
